,title,director,cast,country,date_added_netflix,release_year,rating,duration,listed_in,description,rotten_rate,netflix,hulu,prime,disney,date_added_amazon,date_added_hulu,date_added_disney
227,Spy Kids: All the Time in the World,Robert Rodriguez,"Jessica Alba, Joel McHale, Rowan Blanchard, Mason Cook, Jeremy Piven, Alexa PenaVega, Daryl Sabara, Ricky Gervais, Danny Trejo",United States,2021-05-20,2011,PG,88 min,"Children & Family Movies, Comedies",Twins Rebecca and Cecil spring into action with their retired secret agent stepmother to stop a time-manipulating mastermind and his nefarious plans.,56,1,0,0,0,1970-01-01,2020-12-05,1970-01-01
228,Sabotage,David Ayer,"Arnold Schwarzenegger, Sam Worthington, Olivia Williams, Terrence Howard, Joe Manganiello, Josh Holloway, Mireille Enos, Harold Perrineau, Martin Donovan, Max Martini, Mark Schlegel, Kevin Vance",United States,2021-05-19,2014,R,109 min,"Action & Adventure, Dramas","A crack team of DEA agents plots a daring heist, making off with $10 million in drug money. They soon find themselves targets of an unknown killer.",67,1,0,0,0,1970-01-01,1970-01-01,1970-01-01
229,The Last Days,James Moll,No Data,United States,2021-05-19,1998,PG-13,87 min,Documentaries,This Oscar-winning documentary recounts the harrowing stories of five Hungarian Jews who endured the horrors of the Holocaust and Hitler's reign.,64,1,0,0,0,1970-01-01,1970-01-01,1970-01-01
230,Amy Tan: Unintended Memoir,James Redford,Amy Tan,United States,2020-12-01,2021,TV-14,101 min,Documentaries,"From her painful past to her successful career after ""The Joy Luck Club,"" groundbreaking writer Amy Tan shares her life story in this documentary.",49,1,0,0,0,1970-01-01,2020-12-01,1970-01-01
231,Sardar Ka Grandson,Kaashvie Nair,"Arjun Kapoor, Neena Gupta, Rakul Preet Singh, Kumud Mishra, Aditi Rao Hydari, John Abraham, Kanwaljeet Singh, Soni Razdan, Masood Akhtar, Divya Seth, Ravjeet Singh, Akashdeep Sabir",India,2021-05-18,2021,TV-14,140 min,"Comedies, Dramas, International Movies","A devoted grandson’s mission to reunite his ailing grandmother with her ancestral home turns into a complicated, comic cross-border affair.",46,1,0,0,0,1970-01-01,1970-01-01,1970-01-01
232,Sleight,J.D. Dillard,"Jacob Latimore, Seychelle Gabriel, Sasheer Zamata, Storm Reid, Cameron Esposito, Dulé Hill, Michael Villar, Brandon Johnson, Donzaleigh Abernathy, Jay Walker",United States,2020-12-01,2016,R,89 min,"Dramas, Independent Movies, Sci-Fi & Fantasy","Struggling to raise his little sister on his own, a young street magician turns to drug dealing, unaware of how ruthless his supplier can be.",63,1,0,0,0,1970-01-01,2020-12-01,1970-01-01
233,Ahaan,Nikhil Pherwani,"Arif Zakaria, Abuli Mamaji, Niharika Singh, Rajit Kapoor, Plabita Borthakur, Shilpa Mehta, Kaizaad Kotwal, Sonali Sachdev, Haresh Raut",India,2021-05-15,2021,TV-MA,81 min,"Dramas, Independent Movies, International Movies","Jilted by his wife, a man with OCD finds eye-opening common ground and camaraderie with his neighbor, a young man with Down Syndrome.",49,1,0,0,0,1970-01-01,1970-01-01,1970-01-01
234,Cinema Bandi,Praveen Kandregula,"Vikas Vasistha, Sandeep Varanasi, Rag Mayur, Trishara, Munivenkatapa, Uma Yg, Sirivennela Yanamandhala, Sindhu Sreenivasa Murthy",India,2021-05-14,2021,TV-MA,99 min,"Comedies, Independent Movies, International Movies",A struggling rickshaw driver’s life takes a rollicking turn when he comes upon an expensive camera and decides to make a film with his fellow villagers.,60,1,0,0,0,1970-01-01,1970-01-01,1970-01-01
235,Ferry,Cecilia Verheyden,"Frank Lammers, Elise Schaap, Huub Stapel, Monic Hendrickx, Raymond Thiry, Maarten Heijmans, Yannick van de Velde","Belgium, Netherlands",2021-05-14,2021,TV-MA,107 min,"Dramas, International Movies, Thrillers","Before he built a drug empire, Ferry Bouman returns to his hometown on a revenge mission that finds his loyalty tested — and a love that alters his life.",66,1,0,0,0,1970-01-01,1970-01-01,1970-01-01
236,I Am All Girls,Donovan Marsh,"Erica Wessels, Hlubi Mboya, Deon Lotz, Brendon Daniels, Mothusi Magano",South Africa,2021-05-14,2021,TV-MA,107 min,"Dramas, International Movies, Thrillers",A relentless detective finds common ground with a killer systematically targeting the perpetrators running a powerful child-trafficking ring.,63,1,0,0,0,1970-01-01,1970-01-01,1970-01-01
237,Table Manners,Leli Maki,"Diaan Lawrenson, Renate Stuurman, Neels Van Jaarsveld, Thabo Malema, John Lata, Fiona Ramsey, Jonathan Taylor, Julian Robinson","Canada, South Africa",2021-05-14,2018,TV-MA,104 min,"Comedies, Dramas, International Movies","When a housewife's picture-perfect life comes crashing down, she finds solace and hope through cooking, family and love.",35,1,0,0,0,1970-01-01,1970-01-01,1970-01-01
238,The Strange House,Daniel Prochaska,"León Orlandianyi, Benno Roßkopf, Julia Koschitz, Marii Weichsler, Lars Bitterlich, Michael Pink, Inge Maux, Elfriede Schüsseleder, Michael Somma, Finn Reiter, Markus Stubeier, Luca Streussnig",Austria,2021-05-14,2020,TV-MA,100 min,"Horror Movies, International Movies, Thrillers","When a big-city family moves to a remote town, two young brothers and their new friends try to solve the menacing mystery that haunts their home.",52,1,0,0,0,1970-01-01,1970-01-01,1970-01-01
239,The Upshaws - The Afterparty,No Data,"David Spade, London Hughes, Fortune Feimster, Wanda Sykes, Mike Epps, Kim Fields",No Data,2021-05-14,2021,TV-14,32 min,Comedies,"The comedic dream team from ""The Upshaws"" discuss the hit series, share some anecdotes from their own upbringings and play a little swag-centric game.",20,1,0,0,0,1970-01-01,1970-01-01,1970-01-01
240,The Woman in the Window,Joe Wright,"Amy Adams, Gary Oldman, Anthony Mackie, Fred Hechinger, Wyatt Russell, Brian Tyree Henry, Jennifer Jason Leigh, Jeanine Serralles, Mariah Bozeman, Julianne Moore",United States,2021-05-14,2021,R,102 min,"Dramas, Thrillers","Confined to her home by agoraphobia, a psychologist becomes obsessed with her new neighbors — and solving a brutal crime she witnesses from her window.",67,1,0,0,0,1970-01-01,1970-01-01,1970-01-01
241,Layer Cake,Matthew Vaughn,"Daniel Craig, Colm Meaney, Kenneth Cranham, Sienna Miller, Tom Hardy, Michael Gambon, George Harris, Jamie Foreman, Marcel Iures, Ben Whishaw, Tamer Hassan",United Kingdom,2021-05-13,2004,R,105 min,"Independent Movies, International Movies, Thrillers","A suave, steely-eyed London cocaine dealer's retirement plans hit a violent snag when his boss asks him to do one more job.",77,1,0,0,0,1970-01-01,1970-01-01,1970-01-01
242,Tottaa Pataaka Item Maal,Aditya Kripalani,"Shalini Vatsa, Chitrangada Chakraborty, Vinay Sharma, Sonal Joshi, Kritika Pande",India,2021-05-13,2018,TV-MA,107 min,"Dramas, Independent Movies, International Movies","Exasperated with living in perpetual fear for their safety, four women kidnap a man to show him the realities of being female in Delhi.",51,1,0,0,0,1970-01-01,1970-01-01,1970-01-01
244,Oxygen,Alexandre Aja,"Mélanie Laurent, Mathieu Amalric, Malik Zidi","France, United States",2021-05-12,2021,TV-14,102 min,"Dramas, International Movies, Thrillers","After waking up in a cryogenic unit, Liz fights to survive and remember who she is before her oxygen runs out.",67,1,0,0,0,1970-01-01,1970-01-01,1970-01-01
245,Dear Affy,Samuel Olatunji,"Kehinde Bankole, Enyinna Nwigwe, Williams Uchemba, Toyin Abraham, Bimbo Ademoye, Timini Egbuson, Uzor Arukwe, Bimbo Akintola, Faithia Williams, Odunlade Adekola, Teni Entertainer, Bianca Ugo",No Data,2021-05-11,2020,TV-14,126 min,"Comedies, Dramas, International Movies",An engaged couple hit a number of speed bumps on their road to matrimony including major career complications and questions of fidelity.,10,1,0,0,0,1970-01-01,1970-01-01,1970-01-01
246,Illegal Woman,Ramon Térmens,"Daniel Faraldo, Isak Férriz, Yolanda Sey, Raquel Camón, Adeline Flaun, Klaudia Dudová, Boris Ruiz, Àngels Bassas, Ahmad Alhamsho, Abdel Aziz El Mountassir",Spain,2021-05-11,2020,TV-MA,119 min,"Dramas, International Movies",An immigration lawyer and a Nigerian woman caught in a ring of corruption team up to uncover the truth behind a suspicious death in a detention center.,43,1,0,0,0,1970-01-01,2020-11-15,1970-01-01
247,Deadly Switch,Svetlana Cvetko,"Teri Polo, Dylan Walsh, Danika Yarosh, Hayley McLaughlin, Bryce Durfee, Matt Passmore, Heather Mazur, Ashlyn Pearce",United States,2021-05-10,2019,TV-PG,86 min,"Independent Movies, Thrillers","In this indie thriller, a foreign exchange student moves in with her roommate's family who grieves over the daughter they would do anything to get back.",49,1,0,0,0,1970-01-01,1970-01-01,1970-01-01
248,Nayattu,Martin Prakkat,"Kunchacko Boban, Joju George, Nimisha Sajayan, Jaffer Idukki, Yama Gilgamesh, Anil Nedumangad, Dineesh P, Vinod Sagar",India,2021-05-09,2021,TV-MA,122 min,"Dramas, International Movies, Thrillers",Three police officers become pawns for unscrupulous lawmakers when they are framed in an incident amid political elections and must flee to evade arrest.,61,1,0,0,0,1970-01-01,1970-01-01,1970-01-01
249,Sleepless,Baran bo Odar,"Jamie Foxx, Michelle Monaghan, Scoot McNairy, Dermot Mulroney, T.I., David Harbour, Gabrielle Union, Octavius J. Johnson, Tim Connolly, Drew Sheer",United States,2021-05-08,2017,R,95 min,Action & Adventure,"A Las Vegas cop attempts to rob a drug shipment from a casino kingpin, but the heist goes horribly wrong, leading to the kidnapping of his son.",67,1,0,0,0,1970-01-01,1970-01-01,1970-01-01
250,Super Me,Zhang Chong,"Darren Wang, Song Jia, Cao Bingkun, Wu Gang, Chin Shih-chieh, Wang Ziyi, Kevin Lee",China,2021-05-08,2021,TV-14,104 min,"Action & Adventure, Dramas, International Movies",A struggling screenwriter discovers his lucrative ability to bring antiques from his dreams into the real world — but his new life soon unravels.,52,1,0,0,0,1970-01-01,1970-01-01,1970-01-01
251,Monster,Anthony Mandler,"Kelvin Harrison Jr., Jennifer Hudson, Jeffrey Wright, Jennifer Ehle, Tim Blake Nelson, Nasir 'Nas' Jones, Rakim Mayers, Paul Ben-Victor, John David Washington, Jharrel Jerome, Dorian Missick",United States,2021-05-07,2021,TV-MA,99 min,Dramas,A talented teen implicated in a robbery-turned-murder fights for his innocence and integrity against a criminal justice system that’s already judged him.,61,1,0,1,0,1970-01-01,1970-01-01,1970-01-01
252,Unrest,Jennifer Brea,"Jennifer Brea, Omar Wasow, Jessica Taylor-Bearman","United Kingdom, United States",2021-05-07,2017,TV-MA,97 min,Documentaries,"In this heart-wrenching documentary, a 28-year-old Ph.D. student turns the camera on herself to capture her struggles with chronic fatigue syndrome.",59,1,0,0,0,1970-01-01,1970-01-01,1970-01-01
253,And Tomorrow the Entire World,Julia von Heinz,"Mala Emde, Noah Saavedra, Tonio Schneider, Luisa-Céline Gaffron, Andreas Lust, Nadine Sauter, Ivy Lissack, Hussein Eliraqui, Victoria Trauttmansdorff, Michael Wittenborn","Germany, France",2021-05-06,2020,TV-MA,112 min,"Dramas, International Movies, Thrillers",A law student joins an anti-fascist group and finds herself sucked into increasingly dangerous situations and drawn more and more to violence.,53,1,0,0,0,1970-01-01,1970-01-01,1970-01-01
254,Dead Man Down,Niels Arden Oplev,"Colin Farrell, Noomi Rapace, Terrence Howard, Dominic Cooper, Isabelle Huppert, Luis Da Silva Jr., Armand Assante, F. Murray Abraham",United States,2021-05-06,2013,R,118 min,Action & Adventure,An enforcer plotting revenge against the ruthless criminal he works for is blackmailed by a mysterious neighbor looking to exact vengeance of her own.,69,1,0,0,0,1970-01-01,1970-01-01,1970-01-01
255,Framing John DeLorean,"Don Argott, Sheena M. Joyce","Alec Baldwin, Josh Charles, Morena Baccarin, Dean Winters, Michael Rispoli, Dana Ashbrook, Jason Jones, Josh Cooke, Sean Cullen, William Hill",United States,2021-05-05,2019,TV-MA,109 min,"Documentaries, Dramas","From his rise in the auto industry to his fall from grace, John DeLorean's legacy of power, fast cars and drugs comes to life in this documentary.",59,1,1,0,0,1970-01-01,2019-11-05,1970-01-01
256,The Clovehitch Killer,Duncan Skiles,"Dylan McDermott, Charlie Plummer, Samantha Mathis, Madisen Beaty, Brenna Sherman, Lance Chantiles-Wertz, Emma Jones, Jonathan Riggs",United States,2021-05-04,2018,TV-MA,109 min,"Dramas, Independent Movies, Thrillers",A teenager's picture-perfect family is torn apart when he uncovers unnerving evidence of a serial killer close to home.,70,1,1,0,0,1970-01-01,2019-05-04,1970-01-01
257,Aliens Stole My Body,Sean McNamara,"Jayden Greig, Lauren McNamara, Dan Payne, Alex Zahara, Sean Quan, Kirsten Robek, Ty Consiglio, Christian Convery, Sandy Robson, Christina Meredith Lewall, George Takei",United States,2021-05-01,2020,PG,88 min,"Children & Family Movies, Comedies",The Galactic Patrol is on the hunt for Deputy Rod Allbright's body. Now they must team up with old and new friends to stop the body-snatching fiend.,39,1,0,0,0,1970-01-01,1970-01-01,1970-01-01
258,Best of the Best,Robert Radler,"Eric Roberts, James Earl Jones, Sally Kirkland, Chris Penn, Phillip Rhee, John P. Ryan, John Dye, Louise Fletcher",United States,2021-05-01,1989,PG-13,97 min,"Action & Adventure, Sports Movies",Personal problems and racial tensions distract the members of a U.S. karate team handpicked to compete in an international martial arts competition.,61,1,0,0,0,1970-01-01,1970-01-01,1970-01-01
259,Dead Again in Tombstone,Roel Reiné,"Danny Trejo, Jake Busey, Elysia Rotaru, Dean McDermott, Elizabeth Lavender, Peter Skagen",No Data,2021-05-01,2017,R,99 min,"Action & Adventure, Horror Movies","At the devil's bidding, a deceased outlaw returns to life bent on protecting an ancient relic from a group of soldiers — and raising all kinds of hell.",49,1,0,0,0,1970-01-01,1970-01-01,1970-01-01
260,Due Date,Todd Phillips,"Robert Downey Jr., Zach Galifianakis, Michelle Monaghan, Jamie Foxx, Juliette Lewis, Danny McBride, RZA, Matt Walsh",United States,2021-05-01,2010,R,95 min,"Action & Adventure, Comedies","Days before his pregnant wife's due date, Peter lands on the ""no-fly"" list, forcing him to drive across the country with an irritating slacker.",74,1,0,0,0,1970-01-01,1970-01-01,1970-01-01
261,Green Zone,Paul Greengrass,"Matt Damon, Greg Kinnear, Brendan Gleeson, Amy Ryan, Khalid Abdalla, Jason Isaacs, Said Faraj, Michael O'Neill, Igal Naor, Raad Rawi","United Kingdom, France, Spain, United States",2021-05-01,2010,R,115 min,Action & Adventure,"A US Army officer uncovers a conspiracy about weapons of mass destruction in Iraq, launching a crusade that creates enemies within his own military.",75,1,0,1,0,1970-01-01,1970-01-01,1970-01-01
262,Hachi: A Dog's Tale,Lasse Hallström,"Richard Gere, Joan Allen, Cary-Hiroyuki Tagawa, Sarah Roemer, Jason Alexander, Erick Avari, Davenia McFadden, Robbie Sublett, Kevin DeCoste, Rob Degnan","United Kingdom, United States",2021-05-01,2009,G,93 min,"Children & Family Movies, Dramas","When his master dies, a loyal pooch named Hachiko keeps a vigil for more than a decade at the train station where he once greeted his owner every day.",81,1,0,0,0,1970-01-01,1970-01-01,1970-01-01
263,Madagascar 3: Europe's Most Wanted,"Eric Darnell, Tom McGrath, Conrad Vernon","Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Sacha Baron Cohen, Cedric the Entertainer, Andy Richter, Tom McGrath, Frances McDormand, Jessica Chastain, Bryan Cranston, Martin Short",United States,2021-05-01,2012,PG,96 min,"Children & Family Movies, Comedies","Next stop: New York! But to get back home, Alex and friends must hitch a ride with a traveling European circus and evade an evil animal-control officer.",75,1,0,0,0,1970-01-01,1970-01-01,1970-01-01
264,Mystic River,Clint Eastwood,"Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne, Marcia Gay Harden, Laura Linney, Kevin Chapman, Tom Guiry, Emmy Rossum, Spencer Treat Clark","United States, Australia",2019-01-15,2003,R,138 min,"Dramas, Thrillers","Haunted by a monstrous crime, three childhood friends in Boston cross paths again decades later in connection with a murder investigation.",82,1,0,0,0,1970-01-01,1970-01-01,1970-01-01
265,Never Back Down,Jeff Wadlow,"Sean Faris, Amber Heard, Cam Gigandet, Evan Peters, Leslie Hope, Djimon Hounsou, Wyatt Smith, Affion Crockett, Neil Brown Jr., Lauren Leech, Tilky Jones, Steven Crowley, Tom Nowicki",United States,2021-05-01,2008,PG-13,113 min,"Action & Adventure, Dramas, Sports Movies","When a quick-tempered teen moves to a new town and faces the challenges of attending a new high school, he seeks solace in an underground fight club.",70,1,0,0,0,1970-01-01,1970-01-01,1970-01-01
