,distributor,id,rating score
8778,no_data,no_data,no_data
8779,no_data,tt5740852,6.8/10
8780,no_data,tt3011164,no_data
8781,no_data,no_data,no_data
8782,Metro-Goldwyn-Mayer,tt0263757,4/10
8783,Metro-Goldwyn-Mayer,tt0108451,5.6/10
8784,Netflix,tt0105698,4.5/10
8785,iTunes,tt0092115,3.7/10
8786,United Artists Corporation,tt0058672,90%
8787,no_data,tt0103245,no_data
8788,no_data,tt7773340,4.1/10
8789,Vudu,tt0144814,4.1/10
8790,United Artists Corporation,tt0067535,no_data
8791,Netflix,tt3504824,no_data
8792,Cineplex Entertainment,tt0113810,no_data
8793,Netflix,tt0362270,6.1/10
8794,no_data,tt0139394,no_data
8795,Columbia Pictures,tt0433386,3.6/10
8796,Netflix,tt2763296,no_data
8797,no_data,tt3720058,no_data
8798,Netflix,tt0061722,87%
8799,Metro-Goldwyn-Mayer,tt0305396,5.4/10
8800,American International Pictures,tt0056943,7.3/10
8801,no_data,tt7468616,78%
8802,iTunes,tt1412386,78%
8803,United Artists Corporation,tt0052287,no_data
8804,EuropaCorp,tt0936501,5.8/10
8805,no_data,tt10782876,no_data
8806,no_data,tt12181184,no_data
8807,American International Pictures,tt0072225,63%
8808,Metro-Goldwyn-Mayer,tt0084732,63%
8809,no_data,tt0222396,no_data
8810,American International Pictures,tt0075261,4.5/10
8811,Mozinet,tt1146295,no_data
8812,Netflix,tt0096118,50%
8813,no_data,tt8569578,100%
8814,no_data,tt0064949,63%
8815,United Artists Corporation,tt0070653,6.5/10
8816,Netflix,tt0096046,5/10
8817,no_data,tt4819560,100%
8818,Netflix,tt0091886,89%
8819,no_data,tt0046266,no_data
8820,American International Pictures,tt0076637,86%
8821,no_data,tt8897388,no_data
8822,no_data,tt3836512,7/10
8823,Netflix,tt0093822,7.7/10
8824,no_data,tt0019045,no_data
8825,no_data,tt9537532,no_data
8826,SF Studios,tt1376717,7/10
8827,no_data,tt0046156,no_data
8828,Universal Pictures,tt0082846,93%
8829,no_data,tt0102543,no_data
8830,Seven Arts Pictures,tt1268809,33%
8831,Netflix,tt0082806,3.5/10
8832,no_data,tt5884834,no_data
8833,no_data,tt11092594,7.6/10
8834,United Artists Corporation,tt0081184,5.8/10
8835,United Artists Corporation,tt0049472,no_data
8836,no_data,tt8716282,no_data
8837,Metro-Goldwyn-Mayer,tt0206113,4.5/10
8838,no_data,tt0756678,no_data
8839,R. R. Venkat,no_data,no_data
8840,Paramount Pictures,tt0037885,no_data
8841,Orion Pictures,tt0104765,40%
8842,no_data,tt4242158,6/10
8843,Orion Pictures,tt0102316,74%
8844,Lionsgate,tt1103153,3.3/10
8845,Metro-Goldwyn-Mayer,tt0347369,4.6/10
8846,Icon Productions,tt1319716,29%
8847,Netflix,tt0480269,6/10
8848,Netflix,tt0080928,no_data
8849,Hemdale Film Corporation,tt0104418,no_data
8850,iTunes,tt0040416,8.5/10
8851,United Artists Corporation,tt0113243,32%
8852,no_data,tt0113223,no_data
8853,Columbia Pictures,tt0045829,no_data
8854,Mosfilm,tt0068519,no_data
8855,Netflix,tt0333766,86%
8856,no_data,tt0826713,no_data
8857,United Artists Corporation,tt0051629,no_data
8858,United Artists Corporation,tt0043554,no_data
8859,no_data,tt0107399,no_data
8860,Netflix,tt0305632,2.7/10
8861,Warner Bros.,tt0204313,3.6/10
8862,Sony Pictures Home Entertainment,tt0382019,3.9/10
8863,ABKCO Records,tt0067866,7.1/10
8864,UIP-Dunafilm,tt1135487,6.4/10
8865,Shochiku,tt0330229,6.6/10
8866,Netflix,tt0112864,6.1/10
8867,20th Century Studios,tt0095016,94%
8868,Vudu,tt0109578,0%
8869,no_data,tt0409838,no_data
8870,Anand Pandit,tt10309902,no_data
8871,Hemdale Film Corporation,tt0099242,4.6/10
8872,United Artists Corporation,tt0082146,32%
8873,PolyGram Filmed Entertainment,tt0112637,52%
8874,Warner Bros.,tt0077294,6.2/10
8875,no_data,tt0066880,no_data
8876,SF Home Entertainment,tt0932547,no_data
8877,20th Century Studios,tt0064115,89%
8878,Orion Pictures,tt3519772,6/10
8879,20th Century Studios,tt0118798,7.1/10
8880,Magnolia Pictures,tt0772157,6.3/10
8881,Showtime Networks,tt0101500,no_data
8882,Universal Studios Home Entertainment,tt1630626,4.1/10
8883,no_data,tt0037288,no_data
8884,American International Pictures,tt0068284,5.3/10
8885,no_data,tt3469910,7.8/10
8886,Amazon Studios,tt13372992,no_data
8887,Orion Pictures,tt0088781,no_data
8888,Netflix,tt0099091,63%
8889,no_data,tt0009891,no_data
8890,Netflix,tt0092585,no_data
8891,Netflix,tt1034090,3.5/10
8892,no_data,tt0246414,no_data
8893,20th Century Studios,tt0401445,25%
8894,Columbia Pictures,tt0088915,5/10
8895,American International Pictures,tt0052655,6.7/10
8896,Columbia Pictures,tt0048918,no_data
8897,Netflix,tt0085121,40%
8898,no_data,tt0073924,no_data
8899,no_data,tt3687316,5.6/10
8900,Hannover House,tt1407084,3.9/10
8901,Netflix,tt0114194,5.1/10
8902,no_data,tt10965792,no_data
8903,no_data,tt0052310,no_data
8904,Netflix,tt0055019,no_data
8905,Fandango,tt2559786,no_data
8906,Paramount Pictures,tt0014738,no_data
8907,StudioCanal,tt1227183,6.7/10
8908,Netflix,tt0440803,5.3/10
8909,no_data,tt0111079,no_data
8910,no_data,tt7914282,no_data
8911,Village Roadshow,tt0803061,83%
8912,Netflix,tt0373968,no_data
8913,no_data,tt0158845,no_data
8914,no_data,tt0113630,no_data
8915,no_data,tt0213108,no_data
8916,no_data,tt0091598,no_data
8917,no_data,tt0246090,no_data
8918,United States Army,tt0038687,83%
8919,no_data,tt9001808,no_data
8920,no_data,tt2801746,no_data
8921,no_data,tt11573410,no_data
8922,Metro-Goldwyn-Mayer,tt0113161,88%
8923,no_data,tt0063211,no_data
8924,no_data,tt0113120,no_data
8925,no_data,tt0210681,no_data
8926,no_data,tt1781812,no_data
8927,no_data,tt1808641,no_data
8928,no_data,tt0133212,no_data
8929,no_data,tt3918808,no_data
8930,Hrvatska radiotelevizija,tt0166406,no_data
8931,no_data,no_data,no_data
8932,Netflix,tt0150021,no_data
8933,Summit Entertainment,tt0976222,6.4/10
8934,Producers Releasing Corporation,tt0037518,no_data
8935,Entertainment One,tt2081438,no_data
8936,Troma Entertainment,tt0259077,no_data
8937,Paramount Pictures,tt2784678,86%
8938,ADS Service,no_data,no_data
8939,Magnolia Pictures,tt2286990,3.5/10
8940,Warner Bros.,tt0076516,no_data
8941,Netflix,tt1444252,no_data
8942,InterCom,tt1446714,7/10
8943,no_data,no_data,no_data
8944,no_data,tt0209013,no_data
8945,Irvin Shapiro,tt0039389,no_data
8946,Netflix,tt0780516,5.7/10
8947,no_data,no_data,no_data
8948,no_data,tt8043434,no_data
8949,no_data,tt7241926,5.4/10
8950,no_data,no_data,no_data
8951,"SHOWBOX Co., Ltd.",tt0448621,no_data
8952,no_data,tt0109187,no_data
8953,Eagle Pictures,tt2290553,no_data
8954,Samuel Goldwyn Films,tt4607722,6.3/10
8955,Netflix,tt0181875,8/10
8956,Netflix,tt4623856,4.8/10
8957,Netflix,tt0120524,25%
8958,no_data,tt0452498,no_data
8959,no_data,tt0181084,no_data
8960,no_data,tt0046399,no_data
8961,Magnolia Pictures,tt2383068,63%
8962,Anchor Bay Entertainment,tt0328720,no_data
8963,no_data,tt3283864,7/10
8964,no_data,tt0107937,no_data
8965,no_data,tt0194237,no_data
8966,General Film Distributors,tt0041460,no_data
8967,United Artists Corporation,tt0309912,no_data
8968,no_data,tt10039524,6.8/10
8969,no_data,no_data,no_data
8970,no_data,tt0181617,no_data
8971,Lionsgate,tt1450321,66%
8972,Bryanston Films,tt0181437,no_data
8973,Republic Pictures,tt0036707,no_data
8974,XLrator Media,tt1786751,7%
8975,no_data,tt1601813,no_data
8976,no_data,tt0389557,7.1/10
8977,Magnolia Pictures,tt1175709,5.5/10
8978,Netflix,tt0161081,47%
8979,no_data,tt0040948,no_data
8980,Netflix,tt0092206,7.6/10
8981,no_data,tt0168815,no_data
8982,Shree Venkatesh Films,tt6958152,no_data
8983,Enrico Guazzoni,tt0013388,no_data
8984,no_data,tt0122161,no_data
8985,no_data,tt8783146,no_data
8986,no_data,tt12624584,no_data
8987,no_data,tt0064435,no_data
8988,Netflix,tt0161010,no_data
8989,no_data,tt0182306,no_data
8990,Netflix,tt2918436,4/10
8991,no_data,tt2196564,no_data
8992,no_data,tt0364604,no_data
8993,Sahamongkol Film International,tt1653690,5.7/10
8994,Netflix,tt2386237,5.5/10
8995,no_data,tt13372944,no_data
8996,Vertical Entertainment,tt5078852,5.9/10
8997,The Cannon Group,tt0095296,3.6/10
8998,no_data,tt0097446,no_data
8999,no_data,tt1104834,no_data
9000,Vertical Entertainment,tt1718924,4.1/10
9001,Metro-Goldwyn-Mayer,tt0067952,67%
9002,Paramount Pictures,tt0009744,no_data
9003,Lucky Red Distribuzione,tt2403029,1.6/10
9004,Netflix,tt0045186,29%
9005,Universal Pictures,tt0111143,4.6/10
9006,no_data,tt4464394,no_data
9007,Netflix,tt0429493,5.4/10
9008,no_data,tt0064178,no_data
9009,no_data,tt14212090,no_data
9010,no_data,tt0105212,no_data
9011,Netflix,tt0095626,no_data
9012,20th Century Studios,tt1073498,2.4/10
9013,Netflix,tt1013743,5.6/10
9014,Troma Entertainment,tt1754022,no_data
9015,Universal Pictures,tt0384642,41%
9016,20th Century Studios,tt0455967,4.5/10
9017,no_data,tt4636252,no_data
9018,20th Century Studios,tt1279935,6.1/10
9019,Netflix,tt0901476,3.5/10
9020,Regal Entertainment,tt0479725,no_data
9021,no_data,no_data,no_data
9022,no_data,tt9421200,no_data
9023,no_data,tt1912982,no_data
9024,no_data,tt3507138,no_data
9025,InterCom,tt1033643,4.5/10
9026,20th Century Studios Home Entertainment,tt1935929,no_data
9027,Columbia Pictures,tt4660800,no_data
9028,20th Century Studios,tt0073629,78%
9029,20th Century Studios,tt1031969,41%
9030,20th Century Studios,tt0093779,8.4/10
9031,Paramount Pictures,tt0007361,no_data
9032,InterCom,tt0300471,6.1/10
9033,no_data,tt0396817,no_data
9034,20th Century Studios,tt0822832,63%
9035,Netflix,tt0449059,7.7/10
9036,Walt Disney Studios Motion Pictures,tt0113492,4/10
9037,Disney+,tt0116669,4.4/10
9038,no_data,tt0936468,no_data
9039,Magnolia Pictures,tt1736049,90%
9040,Disney+,tt0147800,69%
9041,no_data,tt9056822,no_data
9042,no_data,tt2089781,no_data
9043,no_data,tt0154985,no_data
9044,Lionsgate,tt1289406,63%
9045,GoodTimes Entertainment,tt1050263,no_data
9046,Netflix,tt0300471,6.1/10
9047,no_data,tt0396817,no_data
9048,InterCom,tt0822832,63%
9049,Netflix,tt0449059,7.7/10
9050,Vudu,tt0113492,4/10
9051,Disney+,tt0116669,4.4/10
9052,no_data,tt0936468,no_data
9053,Magnolia Pictures,tt1736049,90%
9054,Disney+,tt0147800,69%
9055,no_data,tt9056822,no_data
9056,no_data,tt2089781,no_data
9057,no_data,tt0154985,no_data
9058,Lionsgate,tt1289406,63%
9059,no_data,tt0064178,no_data
9060,no_data,tt14212090,no_data
9061,no_data,tt0105212,no_data
9062,Netflix,tt0095626,no_data
9063,20th Century Studios,tt1073498,2.4/10
9064,Netflix,tt1013743,5.6/10
9065,Troma Entertainment,tt1754022,no_data
9066,Universal Pictures,tt0384642,41%
9067,20th Century Studios,tt0455967,4.5/10
9068,no_data,tt4636252,no_data
9069,20th Century Studios,tt1279935,6.1/10
9070,Netflix,tt0901476,3.5/10
9071,Regal Entertainment,tt0479725,no_data
9072,no_data,no_data,no_data
9073,no_data,tt9421200,no_data
9074,no_data,tt1912982,no_data
9075,no_data,tt3507138,no_data
9076,Netflix,tt1033643,4.5/10
9077,20th Century Studios Home Entertainment,tt1935929,no_data
9078,Columbia Pictures,tt4660800,no_data
9079,20th Century Studios,tt0073629,78%
9080,20th Century Studios,tt1031969,41%
9081,20th Century Studios,tt0093779,8.4/10
9082,Paramount Pictures,tt0007361,no_data
9083,Netflix,tt0300471,6.1/10
9084,InterCom,tt0100405,6/10
9085,20th Century Studios,tt0822832,63%
9086,Netflix,tt0449059,7.7/10
9087,Vudu,tt0113492,4/10
9088,Disney+,tt0116669,4.4/10
9089,no_data,tt0936468,no_data
9090,Magnolia Pictures,tt1736049,90%
9091,Disney+,tt0147800,69%
9092,no_data,tt9056822,no_data
9093,no_data,tt2089781,no_data
9094,Netflix,tt0892899,no_data
9095,Lionsgate,tt1289406,63%
9096,no_data,tt0209013,no_data
9097,Irvin Shapiro,tt0039389,no_data
9098,Magnolia Pictures,tt0780516,5.7/10
9099,no_data,no_data,no_data
9100,no_data,tt8043434,no_data
9101,no_data,tt7241926,5.4/10
9102,no_data,no_data,no_data
9103,"SHOWBOX Co., Ltd.",tt0448621,no_data
9104,no_data,tt0109187,no_data
9105,Eagle Pictures,tt2290553,no_data
9106,Samuel Goldwyn Films,tt4607722,6.3/10
9107,Netflix,tt0181875,8/10
9108,Netflix,tt4623856,4.8/10
9109,Netflix,tt0120524,25%
9110,Universal Pictures,tt6857112,7.9/10
9111,no_data,tt0181084,no_data
9112,no_data,tt0046399,no_data
9113,Netflix,tt2383068,63%
9114,Anchor Bay Entertainment,tt0328720,no_data
9115,no_data,tt3283864,7/10
9116,no_data,tt0107937,no_data
9117,no_data,tt0194237,no_data
9118,General Film Distributors,tt0041460,no_data
9119,United Artists Corporation,tt0309912,no_data
9120,no_data,tt10039524,6.8/10
9121,no_data,no_data,no_data
9122,no_data,tt0181617,no_data
9123,Hulu,tt1450321,66%
9124,Bryanston Films,tt0181437,no_data
9125,Republic Pictures,tt0036707,no_data
9126,XLrator Media,tt1786751,7%
9127,no_data,tt1601813,no_data
9128,no_data,tt0389557,7.1/10
9129,Netflix,tt1175709,5.5/10
9130,Netflix,tt0161081,47%
9131,no_data,tt0040948,no_data
9132,Netflix,tt0092206,7.6/10
9133,no_data,tt0168815,no_data
9134,Shree Venkatesh Films,tt6958152,no_data
9135,Enrico Guazzoni,tt0013388,no_data
9136,no_data,tt0122161,no_data
9137,no_data,tt8783146,no_data
9138,no_data,tt12624584,no_data
9139,no_data,tt0064435,no_data
9140,Arts Council England,tt0161010,no_data
9141,no_data,tt0182306,no_data
9142,Netflix,tt2918436,4/10
9143,no_data,tt2196564,no_data
9144,no_data,tt0364604,no_data
9145,Sahamongkol Film International,tt1653690,5.7/10
9146,Netflix,tt2386237,5.5/10
9147,no_data,tt13372944,no_data
9148,Vertical Entertainment,tt5078852,5.9/10
9149,The Cannon Group,tt0095296,3.6/10
9150,no_data,tt0097446,no_data
9151,no_data,tt1104834,no_data
9152,Vertical Entertainment,tt1718924,4.1/10
9153,Metro-Goldwyn-Mayer,tt0067952,67%
9154,Paramount Pictures,tt0009744,no_data
9155,Lucky Red Distribuzione,tt2403029,1.6/10
9156,20th Century Studios,tt0045186,29%
9157,Universal Pictures,tt0111143,4.6/10
9158,no_data,tt4464394,no_data
9159,Netflix,tt0429493,5.4/10
9160,no_data,tt0064178,no_data
9161,no_data,tt14212090,no_data
9162,no_data,tt0105212,no_data
9163,Netflix,tt0095626,no_data
9164,20th Century Studios,tt1073498,2.4/10
9165,InterCom,tt1013743,5.6/10
9166,Troma Entertainment,tt1754022,no_data
9167,Universal Pictures,tt0384642,41%
9168,20th Century Studios,tt0455967,4.5/10
9169,no_data,tt4636252,no_data
9170,20th Century Studios,tt1279935,6.1/10
9171,InterCom,tt0901476,3.5/10
9172,Regal Entertainment,tt0479725,no_data
9173,no_data,no_data,no_data
9174,no_data,tt9421200,no_data
9175,no_data,tt1912982,no_data
9176,no_data,tt3507138,no_data
9177,InterCom,tt1033643,4.5/10
9178,20th Century Studios Home Entertainment,tt1935929,no_data
9179,Columbia Pictures,tt4660800,no_data
9180,20th Century Studios,tt0073629,78%
9181,20th Century Studios,tt1031969,41%
9182,20th Century Studios,tt0093779,8.4/10
9183,GoodTimes Entertainment,tt1050263,no_data
9184,Netflix,tt0300471,6.1/10
9185,no_data,tt0396817,no_data
9186,20th Century Studios,tt0822832,63%
9187,InterCom,tt0449059,7.7/10
9188,Vudu,tt0113492,4/10
9189,Netflix,tt0116669,4.4/10
9190,no_data,tt0936468,no_data
9191,Magnolia Pictures,tt1736049,90%
9192,Disney+,tt0147800,69%
9193,no_data,tt9056822,no_data
9194,no_data,tt2089781,no_data
9195,no_data,tt0154985,no_data
9196,Lionsgate,tt1289406,63%
9197,GoodTimes Entertainment,tt1050263,no_data
9198,Netflix,tt0300471,6.1/10
9199,no_data,tt0396817,no_data
9200,20th Century Studios,tt0822832,63%
9201,Netflix,tt0449059,7.7/10
9202,Vudu,tt0113492,4/10
9203,Netflix,tt0116669,4.4/10
9204,no_data,tt0936468,no_data
9205,Magnolia Pictures,tt1736049,90%
9206,Netflix,tt0147800,69%
9207,no_data,tt9056822,no_data
9208,no_data,tt2089781,no_data
9209,no_data,tt0154985,no_data
9210,Lionsgate,tt1289406,63%
9211,no_data,tt11235772,5.8/10
9212,no_data,tt2118659,no_data
9213,Anchor Bay Entertainment,tt0451102,83%
9214,no_data,tt0154955,no_data
9215,no_data,tt0080717,no_data
9216,no_data,tt8948132,no_data
9217,Channel 4,no_data,no_data
9218,Nadiadwala Grandson Entertainment,tt1085806,no_data
9219,no_data,no_data,no_data
9220,no_data,tt2836836,no_data
9221,Universal Pictures,tt0008508,no_data
9222,Netflix,tt0042994,7.1/10
9223,no_data,tt8526344,no_data
9224,Netflix,tt0099052,7/10
9225,no_data,tt9358246,100%
9226,Nikkatsu,tt3675748,5.8/10
9227,Big Bang Media,tt1893256,no_data
9228,no_data,tt0320125,no_data
9229,no_data,no_data,no_data
9230,Netflix,tt0245943,no_data
9231,no_data,no_data,no_data
9232,no_data,tt3228886,no_data
9233,no_data,tt6157970,no_data
9234,Sidus Pictures,tt2041374,no_data
9235,no_data,tt0435716,4.2/10
9236,no_data,tt10260844,no_data
9237,YouTube,tt12752306,no_data
9238,no_data,tt4481066,7.5/10
9239,no_data,tt0494228,no_data
9240,Netflix,tt0112851,6.5/10
9241,Lionsgate,tt1033472,no_data
9242,no_data,tt0435505,no_data
9243,no_data,tt0076098,no_data
9244,Hulu,tt6020428,no_data
9245,UGC,tt0112682,7.2/10
9246,no_data,tt0070730,no_data
9247,Netflix,tt0462465,38%
9248,Columbia Pictures,tt0100152,no_data
9249,Netflix,tt0368794,7.1/10
9250,Columbia Pictures,tt0065874,no_data
9251,Netflix,tt1837562,74%
9252,no_data,tt2201211,6.4/10
9253,Fine Line Features,tt0161023,7/10
9254,Netflix,tt0419294,85%
9255,Astor Pictures,tt0174168,no_data
9256,Warner Bros.,tt0256009,7.6/10
9257,Netflix,tt0780534,no_data
9258,Netflix,tt0441774,47%
9259,Columbia Pictures,tt0110091,7.5/10
9260,no_data,tt1193473,no_data
9261,Warner Bros.,tt0185125,8.1/10
9262,Urdu 1,no_data,no_data
9263,no_data,tt8056936,no_data
9264,Vitagraph Studios,tt0010769,no_data
9265,BBC,tt0162709,no_data
9266,Metro-Goldwyn-Mayer,tt0047537,57%
9267,no_data,tt1971558,no_data
9268,Searchlight Pictures,tt0117582,50%
9269,no_data,tt0223124,no_data
9270,no_data,tt0055804,no_data
9271,New World Pictures,tt0072265,no_data
9272,Columbia Pictures,tt0066436,no_data
9273,Metro-Goldwyn-Mayer,tt0076789,no_data
9274,no_data,tt0218643,no_data
9275,Netflix,tt1656186,4/10
9276,no_data,tt0098370,no_data
9277,APT Entertainment,tt0181830,no_data
9278,no_data,tt0069236,no_data
9279,InterCom,tt0822847,15%
9280,BBC Film,tt0136415,no_data
9281,Netflix,tt4715356,no_data
9282,Columbia Pictures,tt0068907,no_data
9283,no_data,tt0156744,no_data
9284,New Concorde,tt0091387,no_data
9285,no_data,tt0405052,no_data
9286,no_data,tt8330720,no_data
9287,New Line Cinema,tt0104237,78%
9288,Sony Pictures,tt1046245,no_data
9289,no_data,tt2913562,no_data
9290,no_data,tt7050946,3.7/10
9291,no_data,tt8779020,no_data
9292,Magnolia Pictures,tt1709143,18%
9293,no_data,tt0133035,no_data
9294,Netflix,tt1235170,6.8/10
9295,Relativity Media,tt2364897,0%
9296,no_data,tt4454078,3.9/10
9297,no_data,tt0117445,no_data
9298,Ealing Studios,tt0026202,no_data
9299,no_data,tt9430780,no_data
9300,no_data,tt0317088,no_data
9301,Walt Disney Studios Motion Pictures,tt0052097,no_data
9302,20th Century Studios,tt0120169,6.3/10
9303,Netflix,tt1272886,4.4/10
9304,no_data,tt0111093,no_data
9305,iTunes,tt0125659,85%
9306,Metro-Goldwyn-Mayer,tt0097885,no_data
9307,Netflix,tt1478964,90%
9308,no_data,tt0156136,no_data
9309,United Artists Corporation,tt0048944,no_data
9310,no_data,no_data,no_data
9311,no_data,tt2998102,no_data
9312,no_data,tt7993338,no_data
9313,Entertainment One,tt2048770,5.1/10
9314,Woolf & Freedman Film Service,tt0024001,no_data
9315,no_data,tt10203982,no_data
9316,Screen Gems,tt0320691,4.7/10
9317,Netflix,tt0398842,4%
9318,CJ Entertainment,tt1937339,no_data
9319,Central Partnership,tt12425868,no_data
9320,Columbia Pictures,tt0067483,67%
9321,no_data,no_data,no_data
9322,no_data,tt0138622,no_data
9323,Lionsgate,tt0280870,20%
9324,Netflix,tt0126261,5/10
9325,Entertainment Film Distributors,tt0109575,no_data
9326,no_data,tt8767808,no_data
9327,Trinity Broadcasting Network,tt0203408,8%
9328,no_data,tt15029764,no_data
9329,no_data,tt0386650,no_data
9330,no_data,tt1447800,no_data
9331,Amazon Studios,tt11771006,6.3/10
9332,no_data,tt7052270,no_data
9333,20th Century Studios,tt0028636,no_data
9334,no_data,tt7521990,no_data
9335,no_data,tt0349340,no_data
9336,Vijayta Films,tt0476762,no_data
9337,Netflix,tt0838233,6.8/10
9338,Lionsgate,tt0214388,5.9/10
9339,Netflix,tt0374277,5.1/10
9340,Central Partnership,tt8820590,no_data
9341,no_data,tt1103255,no_data
9342,Sony Pictures Home Entertainment,tt0101368,no_data
9343,Netflix,tt0785035,5.4/10
9344,no_data,tt9490414,no_data
9345,no_data,no_data,no_data
9346,Nashe Kino,tt7176054,no_data
9347,Netflix,tt0200472,5.6/10
9348,no_data,tt0478976,no_data
9349,Sonet Film,tt0198837,no_data
9350,Netflix,tt1027862,38%
9351,Netflix,tt0139606,no_data
9352,no_data,tt0495044,no_data
9353,no_data,no_data,no_data
9354,no_data,tt0283383,no_data
9355,Netflix,tt0267548,no_data
9356,no_data,tt0058163,no_data
9357,no_data,tt0810394,no_data
9358,no_data,tt1033467,no_data
9359,New Line Cinema,tt0100817,no_data
9360,Paramount Pictures,tt0018080,no_data
9361,no_data,no_data,no_data
9362,Columbia Pictures,tt0103957,no_data
